season,year,team,seed,games,wins,final4,champion,exp_wins,pase,exp_src
2007-08,2008,South_Alabama,10,1,0,0,0,0.4,-0.4,prior_5y
2007-08,2008,American,15,1,0,0,0,0.0,0.0,prior_5y
2007-08,2008,Tennessee,2,3,2,0,0,2.5,-0.5,prior_5y
2007-08,2008,UCLA,1,4,3,1,0,2.95,0.05,prior_5y
2008-09,2009,Alabama_State,16,1,0,0,0,0.1667,-0.1667,prior_6y
2008-09,2009,Morehead_State,16,2,1,0,0,0.1667,0.8333,prior_6y
2008-09,2009,Chattanooga,16,1,0,0,0,0.1667,-0.1667,prior_6y
2008-09,2009,UConn,1,5,4,1,0,3.2083,0.7917,prior_6y
2008-09,2009,BYU,8,1,0,0,0,0.5417,-0.5417,prior_6y
2008-09,2009,Texas_A&M,9,2,1,0,0,0.5833,0.4167,prior_6y
2008-09,2009,Northern_Iowa,12,1,0,0,0,0.4545,-0.4545,prior_6y
2008-09,2009,Purdue,5,3,2,0,0,1.2727,0.7273,prior_6y
2008-09,2009,Miss_St,13,1,0,0,0,0.2727,-0.2727,prior_6y
2008-09,2009,Washington,4,2,1,0,0,1.2174,-0.2174,prior_6y
2008-09,2009,Cal,7,1,0,0,0,1.0833,-1.0833,prior_6y
2008-09,2009,Maryland,10,2,1,0,0,0.4583,0.5417,prior_6y
2008-09,2009,CSU_Northridge,15,1,0,0,0,0.0,0.0,prior_6y
2008-09,2009,Memphis,2,3,2,0,0,2.3636,-0.3636,prior_6y
2008-09,2009,UCLA,6,2,1,0,0,0.9565,0.0435,prior_6y
2008-09,2009,VCU,11,1,0,0,0,0.4545,-0.4545,prior_6y
2008-09,2009,American,14,1,0,0,0,0.0909,-0.0909,prior_6y
2008-09,2009,Villanova,3,5,4,1,0,2.2609,1.7391,prior_6y
2008-09,2009,Minnesota,10,1,0,0,0,0.4583,-0.4583,prior_6y
2008-09,2009,Texas,7,2,1,0,0,1.0833,-0.0833,prior_6y
2008-09,2009,Binghamton,15,1,0,0,0,0.0,0.0,prior_6y
2008-09,2009,Duke,2,3,2,0,0,2.3636,-0.3636,prior_6y
2008-09,2009,Radford,16,1,0,0,0,0.1667,-0.1667,prior_6y
2008-09,2009,UNC,1,6,6,1,1,3.2083,2.7917,prior_6y
2008-09,2009,Butler,9,1,0,0,0,0.5833,-0.5833,prior_6y
2008-09,2009,LSU,8,2,1,0,0,0.5417,0.4583,prior_6y
2008-09,2009,Illinois,5,1,0,0,0,1.2727,-1.2727,prior_6y
2008-09,2009,W_Kentucky,12,2,1,0,0,0.4545,0.5455,prior_6y
2008-09,2009,Akron,13,1,0,0,0,0.2727,-0.2727,prior_6y
2008-09,2009,Gonzaga,4,3,2,0,0,1.2174,0.7826,prior_6y
2008-09,2009,Clemson,7,1,0,0,0,1.0833,-1.0833,prior_6y
2008-09,2009,Michigan,10,2,1,0,0,0.4583,0.5417,prior_6y
2008-09,2009,Morgan_State,15,1,0,0,0,0.0,0.0,prior_6y
2008-09,2009,Oklahoma,2,4,3,0,0,2.3636,0.6364,prior_6y
2008-09,2009,Marquette,6,2,1,0,0,0.9565,0.0435,prior_6y
2008-09,2009,Utah_State,11,1,0,0,0,0.4545,-0.4545,prior_6y
2008-09,2009,Cornell,14,1,0,0,0,0.0909,-0.0909,prior_6y
2008-09,2009,Missouri,3,4,3,0,0,2.2609,0.7391,prior_6y
2008-09,2009,ETSU,16,1,0,0,0,0.1667,-0.1667,prior_6y
2008-09,2009,Pitt,1,4,3,0,0,3.2083,-0.2083,prior_6y
2008-09,2009,Oklahoma_State,8,2,1,0,0,0.5417,0.4583,prior_6y
2008-09,2009,Tennessee,9,1,0,0,0,0.5833,-0.5833,prior_6y
2008-09,2009,Florida_State,5,1,0,0,0,1.2727,-1.2727,prior_6y
2008-09,2009,Wisconsin,12,2,1,0,0,0.4545,0.5455,prior_6y
2008-09,2009,Portland_State,13,1,0,0,0,0.2727,-0.2727,prior_6y
2008-09,2009,Xavier,4,3,2,0,0,1.2174,0.7826,prior_6y
2008-09,2009,Arizona_State,6,2,1,0,0,0.9565,0.0435,prior_6y
2008-09,2009,Temple,11,1,0,0,0,0.4545,-0.4545,prior_6y
2008-09,2009,SF_Austin,14,1,0,0,0,0.0909,-0.0909,prior_6y
2008-09,2009,Syracuse,3,3,2,0,0,2.2609,-0.2609,prior_6y
2008-09,2009,Louisville,1,4,3,0,0,3.2083,-0.2083,prior_6y
2008-09,2009,Ohio_State,8,1,0,0,0,0.5417,-0.5417,prior_6y
2008-09,2009,Siena,9,2,1,0,0,0.5833,0.4167,prior_6y
2008-09,2009,Arizona,12,3,2,0,0,0.4545,1.5455,prior_6y
2008-09,2009,Utah,5,1,0,0,0,1.2727,-1.2727,prior_6y
2008-09,2009,Cleveland_State,13,2,1,0,0,0.2727,0.7273,prior_6y
2008-09,2009,Wake_Forest,4,1,0,0,0,1.2174,-1.2174,prior_6y
2008-09,2009,Dayton,11,2,1,0,0,0.4545,0.5455,prior_6y
2008-09,2009,West_Virginia,6,1,0,0,0,0.9565,-0.9565,prior_6y
2008-09,2009,Kansas,3,3,2,0,0,2.2609,-0.2609,prior_6y
2008-09,2009,North_Dakota_St,14,1,0,0,0,0.0909,-0.0909,prior_6y
2008-09,2009,Boston_College,7,1,0,0,0,1.0833,-1.0833,prior_6y
2008-09,2009,USC,10,2,1,0,0,0.4583,0.5417,prior_6y
2008-09,2009,Michigan_State,2,6,5,1,0,2.3636,2.6364,prior_6y
2008-09,2009,Robert_Morris,15,1,0,0,0,0.0,0.0,prior_6y
2009-10,2010,AR-Pine_Bluff,16,2,1,0,0,0.1724,0.8276,prior_7y
2009-10,2010,Winthrop,16,1,0,0,0,0.1724,-0.1724,prior_7y
2009-10,2010,Georgetown,3,1,0,0,0,2.3333,-2.3333,prior_7y
2009-10,2010,Ohio,14,2,1,0,0,0.0769,0.9231,prior_7y
2009-10,2010,Notre_Dame,6,1,0,0,0,0.9259,-0.9259,prior_7y
2009-10,2010,Old_Dominion,11,2,1,0,0,0.4231,0.5769,prior_7y
2009-10,2010,ETSU,16,1,0,0,0,0.1724,-0.1724,prior_7y
2009-10,2010,Kentucky,1,4,3,0,0,3.3214,-0.3214,prior_7y
2009-10,2010,Montana,14,1,0,0,0,0.0769,-0.0769,prior_7y
2009-10,2010,New_Mexico,3,2,1,0,0,2.3333,-1.3333,prior_7y
2009-10,2010,Robert_Morris,15,1,0,0,0,0.0,0.0,prior_7y
2009-10,2010,Villanova,2,2,1,0,0,2.4615,-1.4615,prior_7y
2009-10,2010,Murray_State,13,2,1,0,0,0.2692,0.7308,prior_7y
2009-10,2010,Vanderbilt,4,1,0,0,0,1.2222,-1.2222,prior_7y
2009-10,2010,Baylor,3,4,3,0,0,2.3333,0.6667,prior_7y
2009-10,2010,Sam_Houston,14,1,0,0,0,0.0769,-0.0769,prior_7y
2009-10,2010,Texas,8,1,0,0,0,0.5357,-0.5357,prior_7y
2009-10,2010,Wake_Forest,9,2,1,0,0,0.5714,0.4286,prior_7y
2009-10,2010,BYU,7,2,1,0,0,0.9643,0.0357,prior_7y
2009-10,2010,Florida,10,1,0,0,0,0.5,-0.5,prior_7y
2009-10,2010,Richmond,7,1,0,0,0,0.9643,-0.9643,prior_7y
2009-10,2010,Saint_Mary's,10,3,2,0,0,0.5,1.5,prior_7y
2009-10,2010,Marquette,6,1,0,0,0,0.9259,-0.9259,prior_7y
2009-10,2010,Washington,11,3,2,0,0,0.4231,1.5769,prior_7y
2009-10,2010,Butler,5,6,5,1,0,1.1538,3.8462,prior_7y
2009-10,2010,UTEP,12,1,0,0,0,0.5385,-0.5385,prior_7y
2009-10,2010,Kansas,1,2,1,0,0,3.3214,-2.3214,prior_7y
2009-10,2010,Lehigh,16,1,0,0,0,0.1724,-0.1724,prior_7y
2009-10,2010,Kansas_State,2,4,3,0,0,2.4615,0.5385,prior_7y
2009-10,2010,North_Texas,15,1,0,0,0,0.0,0.0,prior_7y
2009-10,2010,Northern_Iowa,9,3,2,0,0,0.5714,1.4286,prior_7y
2009-10,2010,UNLV,8,1,0,0,0,0.5357,-0.5357,prior_7y
2009-10,2010,San_Diego_State,11,1,0,0,0,0.4231,-0.4231,prior_7y
2009-10,2010,Tennessee,6,4,3,0,0,0.9259,2.0741,prior_7y
2009-10,2010,Cal,8,2,1,0,0,0.5357,0.4643,prior_7y
2009-10,2010,Louisville,9,1,0,0,0,0.5714,-0.5714,prior_7y
2009-10,2010,Houston,13,1,0,0,0,0.2692,-0.2692,prior_7y
2009-10,2010,Maryland,4,2,1,0,0,1.2222,-0.2222,prior_7y
2009-10,2010,Michigan_State,5,5,4,1,0,1.1538,2.8462,prior_7y
2009-10,2010,New_Mexico_St,12,1,0,0,0,0.5385,-0.5385,prior_7y
2009-10,2010,Duke,1,6,6,1,1,3.3214,2.6786,prior_7y
2009-10,2010,Syracuse,1,3,2,0,0,3.3214,-1.3214,prior_7y
2009-10,2010,Vermont,16,1,0,0,0,0.1724,-0.1724,prior_7y
2009-10,2010,Ohio_State,2,3,2,0,0,2.4615,-0.4615,prior_7y
2009-10,2010,UCSB,15,1,0,0,0,0.0,0.0,prior_7y
2009-10,2010,Georgia_Tech,10,2,1,0,0,0.5,0.5,prior_7y
2009-10,2010,Oklahoma_State,7,1,0,0,0,0.9643,-0.9643,prior_7y
2009-10,2010,Cornell,12,3,2,0,0,0.5385,1.4615,prior_7y
2009-10,2010,Temple,5,1,0,0,0,1.1538,-1.1538,prior_7y
2009-10,2010,Oakland,14,1,0,0,0,0.0769,-0.0769,prior_7y
2009-10,2010,Pitt,3,2,1,0,0,2.3333,-1.3333,prior_7y
2009-10,2010,Clemson,7,1,0,0,0,0.9643,-0.9643,prior_7y
2009-10,2010,Missouri,10,2,1,0,0,0.5,0.5,prior_7y
2009-10,2010,Texas_A&M,5,2,1,0,0,1.1538,-0.1538,prior_7y
2009-10,2010,Utah_State,12,1,0,0,0,0.5385,-0.5385,prior_7y
2009-10,2010,Wisconsin,4,2,1,0,0,1.2222,-0.2222,prior_7y
2009-10,2010,Wofford,13,1,0,0,0,0.2692,-0.2692,prior_7y
2009-10,2010,Morgan_State,15,1,0,0,0,0.0,0.0,prior_7y
2009-10,2010,West_Virginia,2,5,4,1,0,2.4615,1.5385,prior_7y
2009-10,2010,Florida_State,9,1,0,0,0,0.5714,-0.5714,prior_7y
2009-10,2010,Gonzaga,8,2,1,0,0,0.5357,0.4643,prior_7y
2009-10,2010,Purdue,4,3,2,0,0,1.2222,0.7778,prior_7y
2009-10,2010,Siena,13,1,0,0,0,0.2692,-0.2692,prior_7y
2009-10,2010,Minnesota,11,1,0,0,0,0.4231,-0.4231,prior_7y
2009-10,2010,Xavier,6,3,2,0,0,0.9259,1.0741,prior_7y
2010-11,2011,Clemson,12,2,1,0,0,0.5333,0.4667,prior_8y
2010-11,2011,UAB,12,1,0,0,0,0.5333,-0.5333,prior_8y
2010-11,2011,Little_Rock,16,1,0,0,0,0.1765,-0.1765,prior_8y
2010-11,2011,UNC_Asheville,16,2,1,0,0,0.1765,0.8235,prior_8y
2010-11,2011,USC,11,1,0,0,0,0.4667,-0.4667,prior_8y
2010-11,2011,VCU,11,6,5,1,0,0.4667,4.5333,prior_8y
2010-11,2011,Alabama_State,16,1,0,0,0,0.1765,-0.1765,prior_8y
2010-11,2011,UTSA,16,2,1,0,0,0.1765,0.8235,prior_8y
2010-11,2011,N_Colorado,15,1,0,0,0,0.0,0.0,prior_8y
2010-11,2011,San_Diego_State,2,3,2,0,0,2.4667,-0.4667,prior_8y
2010-11,2011,Michigan_State,10,1,0,0,0,0.5625,-0.5625,prior_8y
2010-11,2011,UCLA,7,1,1,0,0,0.875,0.125,prior_8y
2010-11,2011,Bucknell,14,1,0,0,0,0.1,-0.1,prior_8y
2010-11,2011,UConn,3,6,6,1,1,2.1935,3.8065,prior_8y
2010-11,2011,Kentucky,4,5,4,1,0,1.1935,2.8065,prior_8y
2010-11,2011,Princeton,13,1,0,0,0,0.2667,-0.2667,prior_8y
2010-11,2011,Louisville,4,1,0,0,0,1.1935,-1.1935,prior_8y
2010-11,2011,Morehead_State,13,2,1,0,0,0.2667,0.7333,prior_8y
2010-11,2011,Penn_State,10,1,0,0,0,0.5625,-0.5625,prior_8y
2010-11,2011,Temple,7,2,1,0,0,0.875,0.125,prior_8y
2010-11,2011,Pitt,1,2,1,0,0,3.2812,-2.2812,prior_8y
2010-11,2011,Richmond,12,3,2,0,0,0.5333,1.4667,prior_8y
2010-11,2011,Vanderbilt,5,1,0,0,0,1.3333,-1.3333,prior_8y
2010-11,2011,BYU,3,2,2,0,0,2.1935,-0.1935,prior_8y
2010-11,2011,Wofford,14,1,0,0,0,0.1,-0.1,prior_8y
2010-11,2011,Belmont,13,1,0,0,0,0.2667,-0.2667,prior_8y
2010-11,2011,Wisconsin,4,3,2,0,0,1.1935,0.8065,prior_8y
2010-11,2011,West_Virginia,5,2,1,0,0,1.3333,-0.3333,prior_8y
2010-11,2011,Butler,8,5,4,1,0,0.5312,3.4688,prior_8y
2010-11,2011,Old_Dominion,9,1,0,0,0,0.5938,-0.5938,prior_8y
2010-11,2011,Cincinnati,6,2,1,0,0,0.9677,0.0323,prior_8y
2010-11,2011,Missouri,11,1,0,0,0,0.4667,-0.4667,prior_8y
2010-11,2011,Kansas_State,5,2,1,0,0,1.3333,-0.3333,prior_8y
2010-11,2011,Utah_State,12,1,0,0,0,0.5333,-0.5333,prior_8y
2010-11,2011,Gonzaga,11,2,1,0,0,0.4667,0.5333,prior_8y
2010-11,2011,St_John's,6,1,0,0,0,0.9677,-0.9677,prior_8y
2010-11,2011,Arizona,5,4,3,0,0,1.3333,1.6667,prior_8y
2010-11,2011,Memphis,12,1,0,0,0,0.5333,-0.5333,prior_8y
2010-11,2011,Georgetown,6,1,0,0,0,0.9677,-0.9677,prior_8y
2010-11,2011,Akron,15,1,0,0,0,0.0,0.0,prior_8y
2010-11,2011,Notre_Dame,2,2,1,0,0,2.4667,-1.4667,prior_8y
2010-11,2011,Michigan,8,2,1,0,0,0.5312,0.4688,prior_8y
2010-11,2011,Tennessee,9,1,0,0,0,0.5938,-0.5938,prior_8y
2010-11,2011,Duke,1,3,2,0,0,3.2812,-1.2812,prior_8y
2010-11,2011,Hampton,16,1,0,0,0,0.1765,-0.1765,prior_8y
2010-11,2011,Indiana_State,14,1,0,0,0,0.1,-0.1,prior_8y
2010-11,2011,Syracuse,3,2,1,0,0,2.1935,-1.1935,prior_8y
2010-11,2011,Ohio_State,1,3,2,0,0,3.2812,-1.2812,prior_8y
2010-11,2011,Florida_State,10,3,2,0,0,0.5625,1.4375,prior_8y
2010-11,2011,Texas_A&M,7,1,0,0,0,0.875,-0.875,prior_8y
2010-11,2011,Oakland,13,1,0,0,0,0.2667,-0.2667,prior_8y
2010-11,2011,Texas,4,2,1,0,0,1.1935,-0.1935,prior_8y
2010-11,2011,Georgia,10,1,0,0,0,0.5625,-0.5625,prior_8y
2010-11,2011,Washington,7,2,1,0,0,0.875,0.125,prior_8y
2010-11,2011,George_Mason,8,2,1,0,0,0.5312,0.4688,prior_8y
2010-11,2011,Villanova,9,1,0,0,0,0.5938,-0.5938,prior_8y
2010-11,2011,Boston_U,16,1,0,0,0,0.1765,-0.1765,prior_8y
2010-11,2011,Kansas,1,4,3,0,0,3.2812,-0.2812,prior_8y
2010-11,2011,Illinois,9,2,1,0,0,0.5938,0.4062,prior_8y
2010-11,2011,UNLV,8,1,0,0,0,0.5312,-0.5312,prior_8y
2010-11,2011,Purdue,3,2,1,0,0,2.1935,-1.1935,prior_8y
2010-11,2011,St_Peter's,14,1,0,0,0,0.1,-0.1,prior_8y
2010-11,2011,Marquette,11,3,2,0,0,0.4667,1.5333,prior_8y
2010-11,2011,Xavier,6,1,0,0,0,0.9677,-0.9677,prior_8y
2010-11,2011,UNC,2,3,2,0,0,2.4667,-0.4667,prior_8y
2011-12,2012,BYU,14,2,1,0,0,0.0882,0.9118,prior_9y
2011-12,2012,Iona,14,1,0,0,0,0.0882,-0.0882,prior_9y
2011-12,2012,Miss_Valley_St,16,1,0,0,0,0.2,-0.2,prior_9y
2011-12,2012,W_Kentucky,16,2,1,0,0,0.2,0.8,prior_9y
2011-12,2012,Cal,12,1,0,0,0,0.5429,-0.5429,prior_9y
2011-12,2012,USF,12,3,2,0,0,0.5429,1.4571,prior_9y
2011-12,2012,Lamar,16,1,0,0,0,0.2,-0.2,prior_9y
2011-12,2012,Vermont,16,2,1,0,0,0.2,0.8,prior_9y
2011-12,2012,Iowa_State,8,2,1,0,0,0.6389,0.3611,prior_9y
2011-12,2012,UConn,9,1,0,0,0,0.5556,-0.5556,prior_9y
2011-12,2012,Indiana,4,3,2,0,0,1.2571,0.7429,prior_9y
2011-12,2012,New_Mexico_St,13,1,0,0,0,0.2647,-0.2647,prior_9y
2011-12,2012,Colorado_State,11,1,0,0,0,0.6286,-0.6286,prior_9y
2011-12,2012,Murray_State,6,2,1,0,0,0.8857,0.1143,prior_9y
2011-12,2012,Kentucky,1,6,6,1,1,3.1389,2.8611,prior_9y
2011-12,2012,Davidson,13,1,0,0,0,0.2647,-0.2647,prior_9y
2011-12,2012,Louisville,4,5,4,1,0,1.2571,2.7429,prior_9y
2011-12,2012,Long_Beach_State,12,1,0,0,0,0.5429,-0.5429,prior_9y
2011-12,2012,New_Mexico,5,2,1,0,0,1.3235,-0.3235,prior_9y
2011-12,2012,Syracuse,1,4,3,0,0,3.1389,-0.1389,prior_9y
2011-12,2012,UNC_Asheville,16,1,0,0,0,0.2,-0.2,prior_9y
2011-12,2012,Harvard,12,1,0,0,0,0.5429,-0.5429,prior_9y
2011-12,2012,Vanderbilt,5,2,1,0,0,1.3235,-0.3235,prior_9y
2011-12,2012,Baylor,3,4,3,0,0,2.2286,0.7714,prior_9y
2011-12,2012,South_Dakota_St,14,1,0,0,0,0.0882,-0.0882,prior_9y
2011-12,2012,Marquette,3,3,2,0,0,2.2286,-0.2286,prior_9y
2011-12,2012,Montana,13,1,0,0,0,0.2647,-0.2647,prior_9y
2011-12,2012,Wisconsin,4,3,2,0,0,1.2571,0.7429,prior_9y
2011-12,2012,Gonzaga,7,2,1,0,0,0.8611,0.1389,prior_9y
2011-12,2012,West_Virginia,10,1,0,0,0,0.5556,-0.5556,prior_9y
2011-12,2012,Kansas_State,8,2,1,0,0,0.6389,0.3611,prior_9y
2011-12,2012,Southern_Miss,9,1,0,0,0,0.5556,-0.5556,prior_9y
2011-12,2012,Colorado,11,2,1,0,0,0.6286,0.3714,prior_9y
2011-12,2012,UNLV,6,1,0,0,0,0.8857,-0.8857,prior_9y
2011-12,2012,VCU,12,2,1,0,0,0.5429,0.4571,prior_9y
2011-12,2012,Wichita_State,5,1,0,0,0,1.3235,-1.3235,prior_9y
2011-12,2012,NC_State,11,3,2,0,0,0.6286,1.3714,prior_9y
2011-12,2012,San_Diego_State,6,1,0,0,0,0.8857,-0.8857,prior_9y
2011-12,2012,Belmont,14,1,0,0,0,0.0882,-0.0882,prior_9y
2011-12,2012,Georgetown,3,2,1,0,0,2.2286,-1.2286,prior_9y
2011-12,2012,Florida_State,3,2,1,0,0,2.2286,-1.2286,prior_9y
2011-12,2012,St_Bonaventure,14,1,0,0,0,0.0882,-0.0882,prior_9y
2011-12,2012,Florida,7,4,3,0,0,0.8611,2.1389,prior_9y
2011-12,2012,UVA,10,1,0,0,0,0.5556,-0.5556,prior_9y
2011-12,2012,Notre_Dame,7,1,0,0,0,0.8611,-0.8611,prior_9y
2011-12,2012,Xavier,10,3,2,0,0,0.5556,1.4444,prior_9y
2011-12,2012,Michigan,4,1,0,0,0,1.2571,-1.2571,prior_9y
2011-12,2012,Ohio,13,3,2,0,0,0.2647,1.7353,prior_9y
2011-12,2012,Missouri,2,1,0,0,0,2.3939,-2.3939,prior_9y
2011-12,2012,Norfolk_State,15,2,1,0,0,0.0,1.0,prior_9y
2011-12,2012,Duke,2,1,0,0,0,2.3939,-2.3939,prior_9y
2011-12,2012,Lehigh,15,2,1,0,0,0.0,1.0,prior_9y
2011-12,2012,UNC,1,4,3,0,0,3.1389,-0.1389,prior_9y
2011-12,2012,Alabama,9,1,0,0,0,0.5556,-0.5556,prior_9y
2011-12,2012,Creighton,8,2,1,0,0,0.6389,0.3611,prior_9y
2011-12,2012,Temple,5,1,0,0,0,1.3235,-1.3235,prior_9y
2011-12,2012,Memphis,8,1,0,0,0,0.6389,-0.6389,prior_9y
2011-12,2012,Saint_Louis,9,2,1,0,0,0.5556,0.4444,prior_9y
2011-12,2012,Cincinnati,6,3,2,0,0,0.8857,1.1143,prior_9y
2011-12,2012,Texas,11,1,0,0,0,0.6286,-0.6286,prior_9y
2011-12,2012,Detroit_Mercy,15,1,0,0,0,0.0,0.0,prior_9y
2011-12,2012,Kansas,2,6,5,1,0,2.3939,2.6061,prior_9y
2011-12,2012,Purdue,10,2,1,0,0,0.5556,0.4444,prior_9y
2011-12,2012,Saint_Mary's,7,1,0,0,0,0.8611,-0.8611,prior_9y
2011-12,2012,Ohio_State,2,4,3,1,0,2.3939,0.6061,prior_9y
2011-12,2012,Michigan_State,1,2,1,0,0,3.1389,-2.1389,prior_9y
2012-13,2013,Liberty,16,1,0,0,0,0.2222,-0.2222,prior_10y
2012-13,2013,NC_A&T,16,2,1,0,0,0.2222,0.7778,prior_10y
2012-13,2013,Mid_Tennessee,11,1,0,0,0,0.641,-0.641,prior_10y
2012-13,2013,Saint_Mary's,11,2,1,0,0,0.641,0.359,prior_10y
2012-13,2013,Boise_State,13,1,0,0,0,0.2895,-0.2895,prior_10y
2012-13,2013,La_Salle,13,4,3,0,0,0.2895,2.7105,prior_10y
2012-13,2013,Arizona,6,2,2,0,0,0.8718,1.1282,prior_10y
2012-13,2013,Belmont,11,1,0,0,0,0.641,-0.641,prior_10y
2012-13,2013,Colorado_State,8,2,1,0,0,0.65,0.35,prior_10y
2012-13,2013,Missouri,9,1,0,0,0,0.525,-0.525,prior_10y
2012-13,2013,Louisville,1,6,6,1,1,3.15,2.85,prior_10y
2012-13,2013,Michigan_State,3,3,2,0,0,2.1795,-0.1795,prior_10y
2012-13,2013,Valparaiso,14,1,0,0,0,0.1026,-0.1026,prior_10y
2012-13,2013,Michigan,4,5,4,1,0,1.3333,2.6667,prior_10y
2012-13,2013,South_Dakota_St,13,1,0,0,0,0.2895,-0.2895,prior_10y
2012-13,2013,New_Mexico_St,13,1,0,0,0,0.2895,-0.2895,prior_10y
2012-13,2013,Saint_Louis,4,2,1,0,0,1.3333,-0.3333,prior_10y
2012-13,2013,Harvard,14,2,1,0,0,0.1026,0.8974,prior_10y
2012-13,2013,New_Mexico,3,1,0,0,0,2.1795,-2.1795,prior_10y
2012-13,2013,Montana,13,1,0,0,0,0.2895,-0.2895,prior_10y
2012-13,2013,Syracuse,4,4,3,1,0,1.3333,1.6667,prior_10y
2012-13,2013,Oklahoma_State,5,1,0,0,0,1.2368,-1.2368,prior_10y
2012-13,2013,Oregon,12,3,2,0,0,0.55,1.45,prior_10y
2012-13,2013,Pitt,8,1,0,0,0,0.65,-0.65,prior_10y
2012-13,2013,Wichita_State,9,4,3,1,0,0.525,2.475,prior_10y
2012-13,2013,Memphis,6,2,1,0,0,0.8718,0.1282,prior_10y
2012-13,2013,Bucknell,11,1,0,0,0,0.641,-0.641,prior_10y
2012-13,2013,Butler,6,1,1,0,0,0.8718,0.1282,prior_10y
2012-13,2013,Gonzaga,1,2,1,0,0,3.15,-2.15,prior_10y
2012-13,2013,Southern,16,1,0,0,0,0.2222,-0.2222,prior_10y
2012-13,2013,Cal,12,2,1,0,0,0.55,0.45,prior_10y
2012-13,2013,UNLV,5,1,0,0,0,1.2368,-1.2368,prior_10y
2012-13,2013,Akron,12,1,0,0,0,0.55,-0.55,prior_10y
2012-13,2013,VCU,5,2,1,0,0,1.2368,-0.2368,prior_10y
2012-13,2013,Oklahoma,10,1,0,0,0,0.575,-0.575,prior_10y
2012-13,2013,San_Diego_State,7,2,1,0,0,0.875,0.125,prior_10y
2012-13,2013,Minnesota,11,1,1,0,0,0.641,0.359,prior_10y
2012-13,2013,UCLA,6,1,0,0,0,0.8718,-0.8718,prior_10y
2012-13,2013,Indiana,1,3,2,0,0,3.15,-1.15,prior_10y
2012-13,2013,JMU,16,1,0,0,0,0.2222,-0.2222,prior_10y
2012-13,2013,Iowa_State,10,1,1,0,0,0.575,0.425,prior_10y
2012-13,2013,Notre_Dame,7,1,0,0,0,0.875,-0.875,prior_10y
2012-13,2013,Albany,15,1,0,0,0,0.0606,-0.0606,prior_10y
2012-13,2013,Duke,2,4,3,0,0,2.3514,0.6486,prior_10y
2012-13,2013,NC_State,8,1,0,0,0,0.65,-0.65,prior_10y
2012-13,2013,Temple,9,2,1,0,0,0.525,0.475,prior_10y
2012-13,2013,UNC,8,2,1,0,0,0.65,0.35,prior_10y
2012-13,2013,Villanova,9,1,0,0,0,0.525,-0.525,prior_10y
2012-13,2013,Cincinnati,10,1,0,0,0,0.575,-0.575,prior_10y
2012-13,2013,Creighton,7,2,1,0,0,0.875,0.125,prior_10y
2012-13,2013,Ole_Miss,12,2,1,0,0,0.55,0.45,prior_10y
2012-13,2013,Wisconsin,5,1,0,0,0,1.2368,-1.2368,prior_10y
2012-13,2013,Colorado,10,1,0,0,0,0.575,-0.575,prior_10y
2012-13,2013,Illinois,7,2,1,0,0,0.875,0.125,prior_10y
2012-13,2013,Kansas,1,3,2,0,0,3.15,-1.15,prior_10y
2012-13,2013,W_Kentucky,16,1,0,0,0,0.2222,-0.2222,prior_10y
2012-13,2013,Kansas_State,4,1,0,0,0,1.3333,-1.3333,prior_10y
2012-13,2013,Miami,2,2,2,0,0,2.3514,-0.3514,prior_10y
2012-13,2013,Pacific,15,1,0,0,0,0.0606,-0.0606,prior_10y
2012-13,2013,FGCU,15,1,1,0,0,0.0606,0.9394,prior_10y
2013-14,2014,Albany,16,2,1,0,0,0.22,0.78,prior_11y
2013-14,2014,Mt_St_Mary's,16,1,0,0,0,0.22,-0.22,prior_11y
2013-14,2014,NC_State,12,2,1,0,0,0.5909,0.4091,prior_11y
2013-14,2014,Xavier,12,1,0,0,0,0.5909,-0.5909,prior_11y
2013-14,2014,Cal_Poly,16,2,1,0,0,0.22,0.78,prior_11y
2013-14,2014,Texas_Southern,16,1,0,0,0,0.22,-0.22,prior_11y
2013-14,2014,Iowa,11,1,0,0,0,0.6136,-0.6136,prior_11y
2013-14,2014,Tennessee,11,4,3,0,0,0.6136,2.3864,prior_11y
2013-14,2014,Dayton,11,4,3,0,0,0.6136,2.3864,prior_11y
2013-14,2014,Ohio_State,6,1,0,0,0,0.8837,-0.8837,prior_11y
2013-14,2014,New_Mexico_St,13,1,0,0,0,0.3256,-0.3256,prior_11y
2013-14,2014,San_Diego_State,4,3,2,0,0,1.3953,0.6047,prior_11y
2013-14,2014,Louisville,4,3,2,0,0,1.3953,0.6047,prior_11y
2013-14,2014,Manhattan,13,1,0,0,0,0.3256,-0.3256,prior_11y
2013-14,2014,Delaware,13,1,0,0,0,0.3256,-0.3256,prior_11y
2013-14,2014,Michigan_State,4,4,3,0,0,1.3953,1.6047,prior_11y
2013-14,2014,Colorado,8,1,0,0,0,0.6364,-0.6364,prior_11y
2013-14,2014,Pitt,9,2,1,0,0,0.5682,0.4318,prior_11y
2013-14,2014,Syracuse,3,2,1,0,0,2.122,-1.122,prior_11y
2013-14,2014,W_Michigan,14,1,0,0,0,0.122,-0.122,prior_11y
2013-14,2014,North_Dakota_St,12,2,1,0,0,0.5909,0.4091,prior_11y
2013-14,2014,Oklahoma,5,1,0,0,0,1.1429,-1.1429,prior_11y
2013-14,2014,American,15,1,0,0,0,0.0833,-0.0833,prior_11y
