candidate_id,draft_year,membership_basis,source_id,source_available_date,source_population_complete,global_identity_resolved
prior_2011_399a8971c8f328c5b2d9,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_39c9bbb3f6a0fcb24f79,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_3ba91eef1616e8356bd5,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_3c220e3e8ff86431cdd3,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_3f178b660ab8d5dfe271,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_463c75a780f075a53f6c,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_464ea93cd435878036ea,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_53e5dfe9007cc832f898,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_59ad752f8bb09abead48,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_5b3ae9aba195b84304aa,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_5e66554ec5afa8657e2a,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_6b03ee9c7b45df7bc2e4,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_7b413d66163c2bcb5b9c,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_7e8519c0a1f4055b0078,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_8336640dd13fdedef152,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_858ac00eb03cd4e3ea37,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_8d525c413a70b29f10fd,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_8d9a543619584e2cd0e8,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_91341ddfe9e93c02b909,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_9af6bdfcb4d0b69d108e,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_ad11cedf11e35bfa2730,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_afa4faebd1c0e54e8015,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_ba5f609481d73e747cab,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_bbddf3abd2d686403bff,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_bd3047d0232cf91359db,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_bd8355f53d361d6ada9a,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_c8eb92ce41c01a1dd646,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_cc5935ab5021961f524f,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_cd9a06d5da5f86f57f79,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_d34eccf11fc765df948d,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_d4c88cab71375bd10bd8,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_df0f5bcacfa61990d82c,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_e14f86012ebd616fd16b,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_e3b7e1ea0ca30a2d9c73,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_e6921aff240df7b648d8,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_e8dcf7ca770e6c5b02fc,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_e91a0ea23c1452b92191,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_eed43461ad6ea090027e,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_f0c10c7c21550cb90dec,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_f38e07a210146a69812d,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_fc9c5cb74594fcd50e31,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_ff863aaf0de27b97bfe1,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
