year,list,pid,tier,name_on_page
2015,early_entrant,Pce2a43b358,exact,Cameron Payne
2015,early_entrant,Pfd690eb68d,exact,Terran Petteway
2015,early_entrant,P5492e07ad3,exact,Bobby Portis
2015,early_entrant,P0c888043b8,exact,Michael Qualls
2015,early_entrant,Pe71646e585,exact,Terry Rozier
2015,early_entrant,P67cf99c3eb,exact,D'Angelo Russell
2015,early_entrant,P093c255389,exact,Jherrod Stiggers
2015,early_entrant,Pbb1af08ea5,exact,Aaron Thomas
2015,early_entrant,P83f630794b,exact,J. P. Tokoto
2015,early_entrant,P5a591d3e24,exact,Karl-Anthony Towns
2015,early_entrant,Peaf1686cc0,exact,Myles Turner
2015,early_entrant,Pd3473cff83,exact,Robert Upshaw
2015,early_entrant,Pcf63b744fe,exact,Rashad Vaughn
2015,early_entrant,P9cedd79bd8,exact,Chris Walker
2015,early_entrant,Pc3390f55d0,exact,Justise Winslow
2015,early_entrant,P84b2e1b413,exact,Christian Wood
2015,early_entrant,P11ed05516e,exact,Mario Hezonja
2015,early_entrant,P5849f19551,exact,Cedi Osman
2015,early_entrant,Pf1eb0b11c1,exact,Kristaps Porziņģis
2015,intl_early_entrant,P11ed05516e,exact,Mario Hezonja
2015,intl_early_entrant,P5849f19551,exact,Cedi Osman
2015,intl_early_entrant,Pf1eb0b11c1,exact,Kristaps Porziņģis
2015,auto_eligible,P3e493925a2,exact,Emmanuel Mudiay
2016,green_room,Pf93789f1b5,exact,Wade Baldwin IV
2016,green_room,P4a1b07df85,exact,Malik Beasley
2016,green_room,P53f786523f,exact,Dragan Bender
2016,green_room,P8a2a3c7c07,exact,Jaylen Brown
2016,green_room,P47380ec945,exact,Marquese Chriss
2016,green_room,P9668122fb9,exact,Deyonta Davis
2016,green_room,P9155961dd2,exact,Kris Dunn
2016,green_room,P9264b6e63a,exact,Henry Ellenson
2016,green_room,P4ec4ee54f1,exact,Buddy Hield
2016,green_room,P117a6c6fb1,exact,Brandon Ingram
2016,green_room,Pd856e50561,exact,Skal Labissière
2016,green_room,Pcb0e772806,prefix,Timothé Luwawu
2016,green_room,Pc1c99fe2be,exact,Dejounte Murray
2016,green_room,Pf9ebd1b271,exact,Jamal Murray
2016,green_room,P88f4dbf943,exact,Jakob Poeltl
2016,green_room,P6f92e02de4,exact,Malachi Richardson
2016,green_room,P620501ed0d,exact,Domantas Sabonis
2016,green_room,P0fde3dedb2,exact,Ben Simmons
2016,green_room,P88064c1c05,exact,Denzel Valentine
2016,early_entrant,P5605a2fa7e,exact,Rosco Allen
2016,early_entrant,Pd1cda3e821,exact,Tony Anderson
2016,early_entrant,Pf93789f1b5,exact,Wade Baldwin IV
2016,early_entrant,P4a1b07df85,exact,Malik Beasley
2016,early_entrant,Pddcf4609af,exact,DeAndre’ Bembry
2016,early_entrant,Pd5a40a7ee0,exact,Ben Bentil
2016,early_entrant,P8a2a3c7c07,exact,Jaylen Brown
2016,early_entrant,P848f12bb0d,exact,Kareem Canty
2016,early_entrant,P8935abbbb4,exact,"Robert Carter, Jr."
2016,early_entrant,P47380ec945,exact,Marquese Chriss
2016,early_entrant,P9668122fb9,exact,Deyonta Davis
2016,early_entrant,Pd50459cb6d,exact,Cheick Diallo
2016,early_entrant,P9155961dd2,exact,Kris Dunn
2016,early_entrant,P9264b6e63a,exact,Henry Ellenson
2016,early_entrant,P9260f65add,exact,Kay Felder
2016,early_entrant,Pdb13b813cd,exact,Brannen Greene
2016,early_entrant,P3ea09a4d42,exact,Daniel Hamilton
2016,early_entrant,P117a6c6fb1,exact,Brandon Ingram
2016,early_entrant,Pa466887b08,exact,Demetrius Jackson
2016,early_entrant,Pb3e495f583,exact,Julian Jacobs
2016,early_entrant,Pfd99951c4d,exact,Stefan Janković
2016,early_entrant,P25bfc6427b,exact,Damian Jones
2016,early_entrant,Pc9bdc2e95f,exact,"Derrick Jones, Jr."
2016,early_entrant,P608846acfb,exact,Nikola Jovanović
2016,early_entrant,Pd856e50561,exact,Skal Labissière
2016,early_entrant,P7758d7472f,exact,Jermaine Lawrence
2016,early_entrant,P4b59f5fe56,exact,Thon Maker
2016,early_entrant,Pf20205fffb,exact,Patrick McCaw
2016,early_entrant,Pc1c99fe2be,exact,Dejounte Murray
2016,early_entrant,Pf9ebd1b271,exact,Jamal Murray
2016,early_entrant,Pfff80834af,exact,Mamadou N'Diaye
2016,early_entrant,P7c761dbe92,exact,Chris Obekpa
2016,early_entrant,P401c3c358c,exact,Goodluck Okonoboh
2016,early_entrant,Pe2eac4ddf4,exact,Chinanu Onuaku
2016,early_entrant,P88f4dbf943,exact,Jakob Poeltl
2016,early_entrant,Pd7225b3a0b,exact,Tim Quarterman
2016,early_entrant,P2a21698f4f,exact,Jalen Reynolds
2016,early_entrant,P6f92e02de4,exact,Malachi Richardson
2016,early_entrant,P620501ed0d,exact,Domantas Sabonis
2016,early_entrant,Pa7cb2c7354,exact,"Wayne Selden, Jr."
2016,early_entrant,P85fbcb1dce,exact,Pascal Siakam
2016,early_entrant,P0fde3dedb2,exact,Ben Simmons
2016,early_entrant,Pfa4c05beee,exact,Diamond Stone
2016,early_entrant,Pc01c642a9f,exact,Isaiah Taylor
2016,early_entrant,P0edb7d3b99,exact,Tyler Ulis
2016,early_entrant,P939e5ded71,exact,Aaron Valdes
2016,early_entrant,Pf8b83ac1f0,exact,Isaiah Whitehead
2016,early_entrant,P420da53cac,exact,Devin Williams
2016,early_entrant,P251ed0e7a3,exact,Troy Williams
2016,early_entrant,Pb3a7a6f86b,exact,Stephen Zimmerman
2016,early_entrant,P53f786523f,exact,Dragan Bender
2016,early_entrant,P83cf60968a,exact,Petr Cornelie
2016,early_entrant,P7222e0f90b,firstpfx,Juan Hernangómez
2016,early_entrant,P07954fea73,exact,Furkan Korkmaz
2016,early_entrant,Pcb0e772806,prefix,Timothé Luwawu
2016,early_entrant,Paca468f5b5,exact,Georgios Papagiannis
2016,early_entrant,Pd7c989b67a,exact,Guerschon Yabusele
2016,early_entrant,P9c2d575f48,exact,Zhou Qi
2016,early_entrant,P1a32cd4176,exact,Ante Žižić
2016,early_entrant,P64adb31e4d,exact,Ivica Zubac
2016,intl_early_entrant,P53f786523f,exact,Dragan Bender
2016,intl_early_entrant,P83cf60968a,exact,Petr Cornelie
2016,intl_early_entrant,P7222e0f90b,firstpfx,Juan Hernangómez
2016,intl_early_entrant,P07954fea73,exact,Furkan Korkmaz
2016,intl_early_entrant,Pcb0e772806,prefix,Timothé Luwawu
2016,intl_early_entrant,Paca468f5b5,exact,Georgios Papagiannis
2016,intl_early_entrant,Pd7c989b67a,exact,Guerschon Yabusele
2016,intl_early_entrant,P9c2d575f48,exact,Zhou Qi
2016,intl_early_entrant,P1a32cd4176,exact,Ante Žižić
2016,intl_early_entrant,P64adb31e4d,exact,Ivica Zubac
2017,green_room,Pf18fe42b62,surname,Edrice Adebayo
2017,green_room,P0af0ac79ae,exact,Jarrett Allen
2017,green_room,P6e7d02b021,exact,Lonzo Ball
2017,green_room,P49d50fc2b5,exact,John Collins
2017,green_room,Pe6fe5c747b,exact,Zach Collins
2017,green_room,P6f43cf2ee3,exact,De'Aaron Fox
2017,green_room,P25e61f80f8,exact,Markelle Fultz
2017,green_room,P3e0fd9667f,exact,Harry Giles
2017,green_room,Pe3864f9800,exact,Jonathan Isaac
2017,green_room,Pe56ae9c7aa,exact,Josh Jackson
2017,green_room,P24e5e8b7dc,exact,Justin Jackson
2017,green_room,P71b16faf7a,exact,Luke Kennard
2017,green_room,Pcc7ddb9ab9,exact,T. J. Leaf
2017,green_room,Pf62abcdcde,exact,Lauri Markkanen
2017,green_room,Pdb3bcb3fc8,exact,Donovan Mitchell
2017,green_room,P4a000d48b0,exact,Malik Monk
2017,green_room,P46cfb45fde,exact,Frank Ntilikina
2017,green_room,P2c3a1eb46b,exact,Justin Patton
2017,green_room,Pbe6ed6fd51,exact,Dennis Smith Jr.
2017,green_room,P8a2034c01d,exact,Jayson Tatum
2017,early_entrant,P0af0ac79ae,exact,Jarrett Allen
2017,early_entrant,Pd808e1b5f8,exact,Ike Anigbogu
2017,early_entrant,P1e22570fac,exact,OG Anunoby
2017,early_entrant,P86ef73625c,exact,Dwayne Bacon
2017,early_entrant,P6e7d02b021,exact,Lonzo Ball
2017,early_entrant,P551a484de7,exact,Jordan Bell
2017,early_entrant,Pe10b161d55,exact,James Blackmon Jr.
2017,early_entrant,P420fe29f13,exact,Antonio Blakeney
2017,early_entrant,P2e6be7d23b,exact,Tony Bradley
2017,early_entrant,Pc32fe4a167,exact,Dillon Brooks
2017,early_entrant,P74d19df6a2,exact,Thomas Bryant
2017,early_entrant,P49d50fc2b5,exact,John Collins
2017,early_entrant,Pe6fe5c747b,exact,Zach Collins
2017,early_entrant,Pbe8ddcfedd,exact,Chance Comanche
2017,early_entrant,P1804943702,exact,Tyler Dorsey
2017,early_entrant,P0d567b6867,exact,P. J. Dozier
2017,early_entrant,P16938f3fa9,exact,Jawun Evans
2017,early_entrant,P6f43cf2ee3,exact,De'Aaron Fox
2017,early_entrant,P25e61f80f8,exact,Markelle Fultz
2017,early_entrant,P3e0fd9667f,exact,Harry Giles
2017,early_entrant,Pe3864f9800,exact,Jonathan Isaac
2017,early_entrant,P38e6db5ca1,exact,Frank Jackson
2017,early_entrant,Pe56ae9c7aa,exact,Josh Jackson
2017,early_entrant,P24e5e8b7dc,exact,Justin Jackson
2017,early_entrant,P518109d62a,exact,Jaylen Johnson
2017,early_entrant,P334022cd7d,exact,Ted Kapita
2017,early_entrant,P9f172daeb6,exact,Marcus Keene
2017,early_entrant,P71b16faf7a,exact,Luke Kennard
2017,early_entrant,P032d23c9d9,exact,Kyle Kuzma
2017,early_entrant,Pcc7ddb9ab9,exact,T. J. Leaf
2017,early_entrant,P63f00af37c,exact,Tyler Lydon
2017,early_entrant,Pe000f38dce,exact,Elijah Macon
2017,early_entrant,Pf62abcdcde,exact,Lauri Markkanen
2017,early_entrant,Pdb3bcb3fc8,exact,Donovan Mitchell
2017,early_entrant,P4a000d48b0,exact,Malik Monk
2017,early_entrant,Pdb78b3595b,exact,Johnathan Motley
2017,early_entrant,Pf135ac542c,exact,Austin Nichols
2017,early_entrant,Pc4f84bc197,exact,Semi Ojeleye
2017,early_entrant,P2c3a1eb46b,exact,Justin Patton
2017,early_entrant,P42302cf51e,exact,L. J. Peak
2017,early_entrant,Pf781dda14b,exact,Ivan Rabb
2017,early_entrant,Pf0bc046ece,exact,Xavier Rathan-Mayes
2017,early_entrant,Pea59b43adb,exact,Devin Robinson
2017,early_entrant,Pfaef4e4fa0,exact,Kobi Simmons
2017,early_entrant,P280da25d92,exact,Jaren Sina
2017,early_entrant,Pbe6ed6fd51,exact,Dennis Smith Jr.
2017,early_entrant,P2acab9acdb,exact,Edmond Sumner
2017,early_entrant,P204a101867,exact,Caleb Swanigan
2017,early_entrant,P8a2034c01d,exact,Jayson Tatum
2017,early_entrant,P70f8b46029,exact,Matt Taylor
2017,early_entrant,P097ac7e3e1,exact,Trevor Thompson
2017,early_entrant,Pa34ab286f7,exact,Melo Trimble
2017,early_entrant,P6354170b78,exact,Craig Victor II
2017,early_entrant,Pba3a4faeb9,exact,Nigel Williams-Goss
2017,early_entrant,P459acdec33,exact,D. J. Wilson
2017,early_entrant,P3e5c820c70,exact,Vlatko Čančar
2017,early_entrant,P2ad4235514,exact,Isaiah Hartenstein
2017,early_entrant,P46cfb45fde,exact,Frank Ntilikina
2017,intl_early_entrant,P3e5c820c70,exact,Vlatko Čančar
2017,intl_early_entrant,P2ad4235514,exact,Isaiah Hartenstein
2017,intl_early_entrant,P46cfb45fde,exact,Frank Ntilikina
2017,auto_eligible,P964dd1e5f4,exact,Jonah Bolden
2017,auto_eligible,P54d4de841c,exact,Terrance Ferguson
2017,early_entrant,Pf18fe42b62,alias,Edrice Adebayo
2018,green_room,P55d017c927,exact,Deandre Ayton
2018,green_room,P42b9d239c3,exact,Marvin Bagley III
2018,green_room,P35e592001a,firstpfx,Mohamed Bamba
2018,green_room,Peb77360d78,exact,Mikal Bridges
2018,green_room,P57ab80ef44,exact,Miles Bridges
2018,green_room,P6f990ff013,exact,Wendell Carter
2018,green_room,P58e5b2eaa8,exact,Donte DiVincenzo
2018,green_room,Pcaa6f4e965,exact,Luka Dončić
2018,green_room,P50c2524b85,exact,Shai Gilgeous-Alexander
2018,green_room,P75b2e5cfed,exact,Aaron Holiday
2018,green_room,P4d03279429,exact,Chandler Hutchison
2018,green_room,Pae17b87a4a,exact,Jaren Jackson Jr.
2018,green_room,P946b6a7bec,exact,Kevin Knox
2018,green_room,P17f11f33c2,exact,Michael Porter Jr.
2018,green_room,P6ab3598ab0,exact,Jerome Robinson
2018,green_room,P4467431c36,exact,Collin Sexton
2018,green_room,P1f3e01b488,exact,Zhaire Smith
2018,green_room,P5e4a09f56c,exact,Lonnie Walker
2018,green_room,P8926a62cc8,exact,Robert Williams
2018,green_room,Pd4282e2cb6,exact,Trae Young
2018,early_entrant,Pb779a9fa56,exact,Deng Adel
2018,early_entrant,P3f77f707c0,exact,Rawle Alkins
2018,early_entrant,Pcdc9c2f7c5,exact,Mike Amius
2018,early_entrant,P4f854a47d9,exact,Kostas Antetokounmpo
2018,early_entrant,P55d017c927,exact,Deandre Ayton
2018,early_entrant,P42b9d239c3,exact,Marvin Bagley III
2018,early_entrant,P35e592001a,firstpfx,Mohamed Bamba
2018,early_entrant,P6786e0dd88,exact,Keita Bates-Diop
2018,early_entrant,Pdc6d30b38b,exact,Leron Black
2018,early_entrant,Peb77360d78,exact,Mikal Bridges
2018,early_entrant,P57ab80ef44,exact,Miles Bridges
2018,early_entrant,Pe581c6d22f,exact,Bruce Brown Jr.
2018,early_entrant,Pcabff956fe,exact,Troy Brown Jr.
2018,early_entrant,P9f769e6678,exact,Jalen Brunson
2018,early_entrant,P4ebe015218,exact,Tony Carr
2018,early_entrant,P6f990ff013,exact,Wendell Carter
2018,early_entrant,Pb670429ce2,exact,Kameron Chatman
2018,early_entrant,P480c7bd367,exact,Bryant Crawford
2018,early_entrant,P40b8fb181b,exact,Eric Davis
2018,early_entrant,P88accb87c9,exact,Tyler Davis
2018,early_entrant,P86827217ed,exact,Marcus Derrickson
2018,early_entrant,P8ecb19c544,exact,Hamidou Diallo
2018,early_entrant,P58e5b2eaa8,exact,Donte DiVincenzo
2018,early_entrant,P503b298309,exact,Dikembe Dixson
2018,early_entrant,Pa08fe4841f,exact,Trevon Duval
2018,early_entrant,P4294404a76,exact,Drew Eubanks
2018,early_entrant,Pbe6b6d05a9,exact,Jacob Evans
2018,early_entrant,Pb53e68dfee,exact,Melvin Frazier
2018,early_entrant,P4d3e8e1430,exact,Kaiser Gates
2018,early_entrant,P50c2524b85,exact,Shai Gilgeous-Alexander
2018,early_entrant,P16c24a4b1f,exact,D. J. Hogg
2018,early_entrant,P75b2e5cfed,exact,Aaron Holiday
2018,early_entrant,P26d2a90c5b,exact,Kevin Huerter
2018,early_entrant,P9da71ed5b4,exact,DeAngelo Isby
2018,early_entrant,Pae17b87a4a,exact,Jaren Jackson Jr.
2018,early_entrant,P9425f36257,exact,Devonte Klines
2018,early_entrant,P946b6a7bec,exact,Kevin Knox
2018,early_entrant,P0984734cb9,exact,Terry Larrier
2018,early_entrant,P72c5e8d0fa,exact,Marquez Letcher-Ellis
2018,early_entrant,P967c24e09d,exact,Makinde London
2018,early_entrant,P212def8838,exact,Brandon McCoy
2018,early_entrant,P27d264f43c,exact,De'Anthony Melton
2018,early_entrant,P1a46c41bff,exact,Chimezie Metu
2018,early_entrant,Paa92a86ff3,exact,Shake Milton
2018,early_entrant,P65f2080ef4,exact,Max Montana
2018,early_entrant,P5a52d22738,exact,Doral Moore
2018,early_entrant,P82bbff96e6,exact,Josh Okogie
2018,early_entrant,Pd1f1ba6351,exact,Ajdin Penava
2018,early_entrant,P17f11f33c2,exact,Michael Porter Jr.
2018,early_entrant,P6ab3598ab0,exact,Jerome Robinson
2018,early_entrant,Pd064221ae2,exact,Mitchell Robinson
2018,early_entrant,Pef380f9642,exact,Brandon Sampson
2018,early_entrant,P665ee60687,exact,Corey Sanders
2018,early_entrant,P4467431c36,exact,Collin Sexton
2018,early_entrant,Pf507011aa5,exact,Landry Shamet
2018,early_entrant,P9d76a38c5e,exact,Yankuba Sima
2018,early_entrant,Pf271325d7b,exact,Anfernee Simons
2018,early_entrant,P3da380186d,exact,Fred Sims
2018,early_entrant,P1f3e01b488,exact,Zhaire Smith
2018,early_entrant,P3e655a07ed,exact,Ray Spalding
2018,early_entrant,P688b157768,exact,Omari Spellman
2018,early_entrant,P8eec131338,exact,Khyri Thomas
2018,early_entrant,P9106a597f3,exact,Gary Trent Jr.
2018,early_entrant,Pa5c483aef9,exact,Allonzo Trier
2018,early_entrant,P3e065b4b4e,exact,Jarred Vanderbilt
2018,early_entrant,P5da3d9ffcd,exact,Moritz Wagner
2018,early_entrant,P5e4a09f56c,exact,Lonnie Walker IV
2018,early_entrant,P8926a62cc8,exact,Robert Williams
2018,early_entrant,Pd4282e2cb6,exact,Trae Young
2018,early_entrant,Pefc5241948,exact,Isaac Bonga
2018,early_entrant,Pcaa6f4e965,exact,Luka Dončić
2018,early_entrant,P5ff9cbca0f,exact,Arnoldas Kulboka
2018,early_entrant,P379ec45447,exact,Rodions Kurucs
2018,early_entrant,P61add2364f,exact,Džanan Musa
2018,early_entrant,Pf5ec6d144b,exact,Élie Okobo
2018,intl_early_entrant,Pefc5241948,exact,Isaac Bonga
2018,intl_early_entrant,Pcaa6f4e965,exact,Luka Dončić
2018,intl_early_entrant,P5ff9cbca0f,exact,Arnoldas Kulboka
2018,intl_early_entrant,P379ec45447,exact,Rodions Kurucs
2018,intl_early_entrant,P61add2364f,exact,Džanan Musa
2018,intl_early_entrant,Pf5ec6d144b,exact,Élie Okobo
2019,green_room,P6f1d3c64d2,exact,Nickeil Alexander-Walker
2019,green_room,Pa9cae64430,exact,R. J. Barrett
2019,green_room,P5277c76d51,exact,Goga Bitadze
2019,green_room,P273938bb97,exact,Bol Bol
2019,green_room,Peecc71d248,exact,Brandon Clarke
2019,green_room,Pe661d7acde,exact,Nicolas Claxton
2019,green_room,Pbc4309c829,exact,Jarrett Culver
2019,green_room,P9540818d9f,exact,Sekou Doumbouya
2019,green_room,P297d12820e,exact,Darius Garland
2019,green_room,Pbea2d75e26,exact,Rui Hachimura
2019,green_room,Ped6b9a1a7c,exact,Jaxson Hayes
2019,green_room,P4ebfdd4833,exact,Tyler Herro
2019,green_room,P846172a369,exact,De'Andre Hunter
2019,green_room,Pa4c28f80ad,exact,Keldon Johnson
2019,green_room,P8209ad6040,exact,Mfiondu Kabengele
2019,green_room,P714602a9aa,exact,Romeo Langford
2019,green_room,P6a5f6ac2d8,exact,Nassir Little
2019,green_room,Pfe4fcea486,exact,Ja Morant
2019,green_room,Pba03162225,exact,Kevin Porter Jr.
2019,green_room,P2f61c21e93,exact,Cam Reddish
2019,green_room,P4a79c6caeb,exact,P. J. Washington
2019,green_room,P43dec358d1,exact,Coby White
2019,green_room,P00e7133fc6,exact,Zion Williamson
2019,early_entrant,P6f1d3c64d2,exact,Nickeil Alexander-Walker
2019,early_entrant,Pa9cae64430,exact,R. J. Barrett
2019,early_entrant,P71e4b2b4d3,exact,Tyus Battle
2019,early_entrant,P273938bb97,exact,Bol Bol
2019,early_entrant,P484d9844af,exact,Marques Bolden
2019,early_entrant,P2c24c6affb,exact,Jordan Bone
2019,early_entrant,Pf450c7fe3d,exact,Ky Bowman
2019,early_entrant,P4f7a1b04a6,exact,Oshae Brissett
2019,early_entrant,Pa5b07b6f43,exact,Charlie Brown
2019,early_entrant,P4516ced6d5,exact,Moses Brown
2019,early_entrant,Peecc71d248,exact,Brandon Clarke
2019,early_entrant,Pe661d7acde,exact,Nicolas Claxton
2019,early_entrant,P1d6fd5f29a,exact,Amir Coffey
2019,early_entrant,Pc3b8b90cf8,exact,Tyler Cook
2019,early_entrant,Pbc4309c829,exact,Jarrett Culver
2019,early_entrant,Pb14e5c1c97,exact,Aubrey Dawkins
2019,early_entrant,P37457bff4f,exact,Luguentz Dort
2019,early_entrant,P14a01dedf9,exact,Carsen Edwards
2019,early_entrant,P5cd98708f1,exact,Bruno Fernando
2019,early_entrant,P2f4b26e6e1,exact,Daniel Gafford
2019,early_entrant,P297d12820e,exact,Darius Garland
2019,early_entrant,Pb69fbd28c6,exact,Kyle Guy
2019,early_entrant,Pbea2d75e26,exact,Rui Hachimura
2019,early_entrant,Pb0f44d6b69,exact,Jaylen Hands
2019,early_entrant,P8534216773,exact,Jared Harper
2019,early_entrant,Ped6b9a1a7c,exact,Jaxson Hayes
2019,early_entrant,P8a97dbabe6,exact,Dewan Hernandez
2019,early_entrant,P4ebfdd4833,exact,Tyler Herro
2019,early_entrant,P1a41a85440,exact,Jaylen Hoard
2019,early_entrant,P5c11762ec9,exact,Talen Horton-Tucker
2019,early_entrant,P846172a369,exact,De'Andre Hunter
2019,early_entrant,Pb16e641fe9,exact,Ty Jerome
2019,early_entrant,Pa4c28f80ad,exact,Keldon Johnson
2019,early_entrant,P8209ad6040,exact,Mfiondu Kabengele
2019,early_entrant,P6a3fce0af3,exact,Louis King
2019,early_entrant,P6d3980e9f0,exact,V. J. King
2019,early_entrant,P48e78aee32,exact,Sagaba Konate
2019,early_entrant,P7a85c71bc1,exact,Martin Krampelj
2019,early_entrant,P714602a9aa,exact,Romeo Langford
2019,early_entrant,P9308e80088,exact,Cameron Lard
2019,early_entrant,Pbafaf944fd,exact,Dedric Lawson
2019,early_entrant,P6b5b70ee01,exact,Jalen Lecque
2019,early_entrant,P7c241c8e95,exact,Jacob Ledoux
2019,early_entrant,P6a5f6ac2d8,exact,Nassir Little
2019,early_entrant,P19aaf87bc8,exact,Charles Matthews
2019,early_entrant,P338a42b9d0,exact,Jalen McDaniels
2019,early_entrant,Pfe4fcea486,exact,Ja Morant
2019,early_entrant,Pc1416b3728,exact,Zach Norvell Jr.
2019,early_entrant,Pab169ed872,exact,Jaylen Nowell
2019,early_entrant,P7c5888ec9d,exact,Chuma Okeke
2019,early_entrant,Pd17e70140c,exact,KZ Okpala
2019,early_entrant,Pd88f1bdac2,exact,Miye Oni
2019,early_entrant,P03938af6ae,exact,Lamar Peters
2019,early_entrant,P519f028bfb,exact,Shamorie Ponds
2019,early_entrant,Pefa2378416,exact,Jordan Poole
2019,early_entrant,Pba03162225,exact,Kevin Porter Jr.
2019,early_entrant,P2f61c21e93,exact,Cam Reddish
2019,early_entrant,P25c1384060,exact,Isaiah Reese
2019,early_entrant,P8df31bfe17,exact,Naz Reid
2019,early_entrant,P90a39c14ab,exact,Isaiah Roby
2019,early_entrant,P73b9dbd92b,exact,Samir Šehić
2019,early_entrant,Pbac78302af,exact,Justin Simon
2019,early_entrant,P1464c171bc,exact,D'Marcus Simonds
2019,early_entrant,P804e0e2e1c,exact,Rayjon Tucker
2019,early_entrant,Pc7623d005f,exact,Nick Ward
2019,early_entrant,P4a79c6caeb,exact,P. J. Washington
2019,early_entrant,Pf6db5ed983,exact,Tremont Waters
2019,early_entrant,P43dec358d1,exact,Coby White
2019,early_entrant,Pb1eb09fa94,exact,Kris Wilkes
2019,early_entrant,P023bbe5ec1,exact,Grant Williams
2019,early_entrant,P00e7133fc6,exact,Zion Williamson
2019,early_entrant,P56aec34978,exact,Kenny Wooten
2019,early_entrant,P5277c76d51,exact,Goga Bitadze
2019,early_entrant,P9540818d9f,exact,Sekou Doumbouya
2019,early_entrant,Pc53511377b,exact,Adam Mokoka
2019,early_entrant,P9b3e496395,exact,Luka Šamanić
2019,early_entrant,P027da49c30,exact,Deividas Sirvydis
2019,intl_early_entrant,P5277c76d51,exact,Goga Bitadze
2019,intl_early_entrant,P9540818d9f,exact,Sekou Doumbouya
2019,intl_early_entrant,Pc53511377b,exact,Adam Mokoka
2019,intl_early_entrant,P9b3e496395,exact,Luka Šamanić
2019,intl_early_entrant,P027da49c30,exact,Deividas Sirvydis
2019,auto_eligible,Pb15c668c3a,exact,Darius Bazley
2019,auto_eligible,P4a4f2b1371,exact,Brian Bowen
2019,auto_eligible,P76650bc6e2,exact,Alen Smailagić
2020,early_entrant,Pb7d583a85a,exact,Precious Achiuwa
2020,early_entrant,Pc76c8c8711,exact,Milan Acquaah
2020,early_entrant,Pf75af7bb1f,exact,Ty-Shon Alexander
2020,early_entrant,P388cb0d5da,exact,Cole Anthony
2020,early_entrant,P4722b5d5ff,exact,Brendan Bailey
2020,early_entrant,P04526b8576,exact,Saddiq Bey
2020,early_entrant,P32d7e7e1eb,exact,Tyler Bey
2020,early_entrant,P92b5b7a56d,exact,Jermaine Bishop
2020,early_entrant,Pa974d0f28b,exact,Dachon Burke Jr.
2020,early_entrant,Pad0b972baf,exact,Vernon Carey Jr.
2020,early_entrant,P9c6ee0d9a6,exact,Nate Darling
2020,early_entrant,P9b1073be42,exact,Lamine Diane
2020,early_entrant,P076dcdb147,exact,Devon Dotson
2020,early_entrant,P35f0fb7731,exact,Anthony Edwards
2020,early_entrant,P173da90181,exact,C. J. Elleby
2020,early_entrant,Pa8a4b42a31,exact,Malik Fitts
2020,early_entrant,P69f4c7679c,exact,Malachi Flynn
2020,early_entrant,P0cd98a270c,exact,Josh Green
2020,early_entrant,P34a08a87d4,exact,Ashton Hagans
2020,early_entrant,P1388f2fd26,exact,Tyrese Haliburton
2020,early_entrant,Pa9f698b274,exact,Rayshaun Hammonds
2020,early_entrant,P641ed83c9a,exact,Jalen Harris
2020,early_entrant,P770d276313,exact,Niven Hart
2020,early_entrant,P80eaeaa85d,exact,Nate Hinton
2020,early_entrant,Pdc083a80a9,exact,Elijah Hughes
2020,early_entrant,P866e6f90bf,exact,Isaiah Joe
2020,early_entrant,Pc4f35f8bd3,exact,C. J. Jones
2020,early_entrant,P2cd53b2728,exact,Mason Jones
2020,early_entrant,P716f6175e4,exact,Tre Jones
2020,early_entrant,P198bb02a0c,exact,Saben Lee
2020,early_entrant,P0df73941d8,exact,Kira Lewis
2020,early_entrant,Pc2d24d5902,exact,Nico Mannion
2020,early_entrant,Pc09cd8c6d0,exact,Naji Marshall
2020,early_entrant,P539176b694,exact,Kenyon Martin Jr.
2020,early_entrant,Pa3fa433740,exact,Tyrese Maxey
2020,early_entrant,Pa7dbf13041,exact,Jaden McDaniels
2020,early_entrant,P9d7519067e,exact,Isiaha Mike
2020,early_entrant,P4ddb9bf638,exact,E. J. Montgomery
2020,early_entrant,Pe6c9de6d86,exact,Aaron Nesmith
2020,early_entrant,Pe237a28a37,exact,Zeke Nnaji
2020,early_entrant,P9cddcdc1ad,exact,Jordan Nwora
2020,early_entrant,P6232d5a44f,exact,Onyeka Okongwu
2020,early_entrant,P7699b7f669,exact,Isaac Okoro
2020,early_entrant,P48772fff87,exact,Daniel Oturu
2020,early_entrant,P9d5ce33ec0,exact,Reggie Perry
2020,early_entrant,P51e6803c0a,exact,Nate Pierre-Louis
2020,early_entrant,P63236d3a70,exact,Immanuel Quickley
2020,early_entrant,P429838957d,exact,Jahmi'us Ramsey
2020,early_entrant,P170284fab5,exact,Paul Reed
2020,early_entrant,P2b95cb9990,exact,Nick Richards
2020,early_entrant,Pee12c1b431,exact,Jay Scrubb
2020,early_entrant,P90a7395cb0,exact,Jalen Smith
2020,early_entrant,Pb3e461d4cf,exact,Cassius Stanley
2020,early_entrant,Pe0b660d280,exact,Isaiah Stewart
2020,early_entrant,P289da7f9c1,exact,Tyrell Terry
2020,early_entrant,P1f88525e9f,exact,Xavier Tillman
2020,early_entrant,P41612ab4e2,exact,Obi Toppin
2020,early_entrant,P5fdfb73e8f,exact,Jordan Tucker
2020,early_entrant,Pd70c9ef8df,exact,Devin Vassell
